Order ID,Customer ID,Restaurant Name,Location,Cuisine Type,Order Date & Time,Delivery Time (mins),Order Status,Payment Method,Delivery Charges,Ratings
5656,C413,Pizza Hut,Mumbai,Indian,2024-03-09 20:32:00,25,Completed,COD,47,4.6
5657,C592,Burger King,Mumbai,Healthy,2024-03-06 13:22:00,54,Completed,Online (Wallet),36,4.4
5658,C305,Biryani Blues,Kolkata,Chinese,2024-03-05 19:44:00,50,Completed,COD,33,3.2
5659,C674,KFC,Bangalore,Mexican,2024-03-10 18:14:00,45,Completed,Online (Card),14,4.8
5660,C753,Subway,Delhi,Indian,2024-03-10 17:20:00,39,Completed,Online (Wallet),44,4.8
5661,C431,Pizza Hut,Mumbai,Italian,2024-03-01 21:46:00,25,Completed,Online (Wallet),18,4.3
5662,C698,KFC,Hyderabad,Italian,2024-03-12 15:07:00,26,Completed,COD,19,4.8
5663,C964,Subway,Bangalore,Chinese,2024-03-12 17:10:00,44,Completed,Online (Wallet),31,3.6
5664,C885,Subway,Mumbai,Healthy,2024-03-02 21:08:00,48,Cancelled,Online (UPI),0,N/A
5665,C464,Taco Bell,Mumbai,Mexican,2024-03-09 13:56:00,43,Completed,Online (Card),31,4.9
5666,C144,Pizza Hut,Kolkata,Indian,2024-03-03 19:48:00,60,Completed,Online (Wallet),17,4.1
5667,C559,Pizza Hut,Mumbai,Fast Food,2024-03-10 20:38:00,44,Completed,COD,31,5.0
5668,C868,KFC,Bangalore,Mexican,2024-03-14 22:07:00,39,Completed,Online (Card),13,4.3
5669,C532,KFC,Bangalore,Healthy,2024-03-06 14:47:00,34,Completed,Online (UPI),40,4.5
5670,C887,McDonald's,Hyderabad,Fast Food,2024-03-11 13:34:00,28,Completed,Online (Card),21,3.8
5671,C971,Pizza Hut,Delhi,Indian,2024-03-13 22:57:00,41,Completed,Online (UPI),16,4.4
5672,C456,Dominos,Pune,Mexican,2024-03-06 12:09:00,48,Completed,COD,48,4.2
5673,C435,Dominos,Kolkata,Fast Food,2024-03-04 16:20:00,28,Cancelled,Online (UPI),0,N/A
5674,C445,Subway,Kolkata,Mexican,2024-03-09 18:03:00,55,Completed,COD,42,3.1
5675,C102,Biryani Blues,Hyderabad,Healthy,2024-03-01 17:12:00,41,Completed,Online (UPI),22,3.5
5676,C428,Subway,Chennai,Healthy,2024-03-07 14:30:00,25,Completed,Online (Wallet),41,5.0
5677,C101,Pizza Hut,Delhi,Italian,2024-03-07 18:34:00,30,Completed,Online (Card),36,4.2
5678,C183,Pizza Hut,Chennai,Healthy,2024-03-03 21:32:00,58,Completed,Online (Card),18,3.5
5679,C837,Subway,Chennai,Mexican,2024-03-12 12:03:00,32,Completed,Online (Wallet),26,3.1
5680,C142,Subway,Hyderabad,Chinese,2024-03-05 15:18:00,59,Completed,Online (Card),40,4.1
5681,C575,Biryani Blues,Delhi,Healthy,2024-03-02 15:32:00,28,Completed,Online (Card),43,4.7
5682,C694,Subway,Mumbai,Mexican,2024-03-13 19:37:00,23,Completed,COD,26,3.5
5683,C844,Burger King,Chennai,Chinese,2024-03-13 19:43:00,23,Completed,Online (UPI),37,4.8
5684,C543,Subway,Chennai,Fast Food,2024-03-14 20:52:00,34,Completed,COD,40,4.4
5685,C427,Biryani Blues,Hyderabad,Healthy,2024-03-03 11:53:00,36,Completed,Online (Wallet),34,4.1
5686,C365,Pizza Hut,Delhi,Mexican,2024-03-07 19:08:00,47,Completed,Online (Card),21,4.7
5687,C362,McDonald's,Kolkata,Mexican,2024-03-08 13:46:00,35,Completed,COD,25,3.1
5688,C465,Subway,Mumbai,Fast Food,2024-03-05 10:16:00,23,Completed,Online (UPI),31,4.6
5689,C589,Biryani Blues,Bangalore,Chinese,2024-03-07 13:44:00,35,Cancelled,Online (Card),0,N/A
5690,C911,Taco Bell,Delhi,Mexican,2024-03-02 19:20:00,50,Completed,Online (UPI),20,3.1
5691,C227,Biryani Blues,Kolkata,Fast Food,2024-03-11 11:18:00,56,Completed,Online (Wallet),36,4.2
5692,C693,Taco Bell,Kolkata,Healthy,2024-03-05 12:11:00,54,Completed,Online (UPI),19,4.1
5693,C314,Biryani Blues,Mumbai,Italian,2024-03-12 11:41:00,50,Completed,Online (Wallet),47,4.5
5694,C666,Biryani Blues,Bangalore,Chinese,2024-03-13 16:25:00,27,Cancelled,COD,0,N/A
5695,C993,Biryani Blues,Chennai,Healthy,2024-03-13 21:27:00,56,Completed,Online (Card),39,4.2
5696,C638,Dominos,Mumbai,Italian,2024-03-06 10:43:00,49,Cancelled,Online (Card),0,N/A
5697,C955,Subway,Kolkata,Mexican,2024-03-09 13:03:00,43,Completed,COD,37,4.0
5698,C816,KFC,Kolkata,Mexican,2024-03-14 20:34:00,25,Completed,Online (UPI),13,3.8
5699,C843,Subway,Chennai,Indian,2024-03-09 11:52:00,35,Completed,Online (Card),23,3.8
5700,C492,Dominos,Mumbai,Fast Food,2024-03-05 15:00:00,46,Completed,Online (UPI),27,4.5
5701,C875,Burger King,Bangalore,Indian,2024-03-03 18:04:00,27,Completed,Online (UPI),23,4.4
5702,C119,KFC,Pune,Fast Food,2024-03-05 19:14:00,43,Completed,Online (Card),49,3.4
5703,C970,Dominos,Mumbai,Mexican,2024-03-11 12:41:00,51,Completed,Online (Wallet),16,3.5
5704,C648,Pizza Hut,Pune,Indian,2024-03-01 17:19:00,33,Completed,Online (Wallet),16,4.2
5705,C637,Subway,Chennai,Italian,2024-03-11 12:16:00,24,Completed,Online (Wallet),47,4.9
5706,C480,KFC,Bangalore,Healthy,2024-03-02 11:07:00,47,Completed,Online (Wallet),30,4.1
5707,C360,Dominos,Chennai,Italian,2024-03-10 12:29:00,25,Completed,Online (UPI),18,3.8
5708,C136,Taco Bell,Mumbai,Mexican,2024-03-13 17:09:00,28,Cancelled,Online (Card),0,N/A
5709,C814,Pizza Hut,Kolkata,Italian,2024-03-05 10:26:00,35,Completed,Online (Card),33,3.9
5710,C530,Pizza Hut,Chennai,Mexican,2024-03-12 20:08:00,38,Completed,Online (Wallet),32,3.5
5711,C237,Subway,Hyderabad,Mexican,2024-03-10 17:37:00,20,Completed,Online (Wallet),18,4.9
5712,C604,McDonald's,Bangalore,Italian,2024-03-05 18:27:00,35,Completed,Online (Wallet),36,3.6
5713,C285,Biryani Blues,Chennai,Mexican,2024-03-14 21:23:00,26,Completed,COD,39,4.9
5714,C749,Biryani Blues,Mumbai,Fast Food,2024-03-09 10:15:00,44,Completed,Online (Card),40,4.8
5715,C282,Burger King,Chennai,Italian,2024-03-13 15:57:00,33,Completed,COD,24,3.5
5716,C673,Taco Bell,Chennai,Fast Food,2024-03-12 20:25:00,48,Completed,Online (Wallet),21,4.5
5717,C474,McDonald's,Hyderabad,Mexican,2024-03-13 17:43:00,22,Completed,COD,35,4.6
5718,C434,Burger King,Bangalore,Chinese,2024-03-12 12:52:00,25,Cancelled,Online (Wallet),0,N/A
5719,C572,Dominos,Kolkata,Mexican,2024-03-08 20:23:00,26,Cancelled,Online (Wallet),0,N/A
5720,C118,McDonald's,Kolkata,Italian,2024-03-05 22:21:00,45,Completed,COD,33,4.2
5721,C355,Dominos,Kolkata,Mexican,2024-03-14 19:59:00,37,Completed,COD,46,3.3
5722,C562,KFC,Kolkata,Italian,2024-03-09 14:59:00,58,Completed,COD,11,4.2
5723,C369,Taco Bell,Hyderabad,Indian,2024-03-10 16:39:00,26,Completed,Online (UPI),36,4.5
5724,C737,Pizza Hut,Delhi,Chinese,2024-03-06 17:50:00,55,Completed,Online (Wallet),41,3.9
5725,C774,Dominos,Bangalore,Chinese,2024-03-03 12:39:00,40,Completed,Online (UPI),29,4.3
5726,C864,Biryani Blues,Kolkata,Chinese,2024-03-06 19:37:00,30,Completed,Online (Card),40,4.2
5727,C429,Pizza Hut,Mumbai,Indian,2024-03-08 12:12:00,55,Completed,Online (Card),41,4.7
5728,C571,Burger King,Chennai,Indian,2024-03-09 11:11:00,42,Completed,COD,14,4.9
5729,C862,Burger King,Pune,Italian,2024-03-06 15:26:00,60,Completed,COD,26,3.1
5730,C791,Pizza Hut,Delhi,Healthy,2024-03-05 22:33:00,51,Completed,Online (Card),49,4.2
5731,C433,Taco Bell,Delhi,Fast Food,2024-03-12 10:26:00,27,Completed,Online (Card),26,4.7
5732,C293,KFC,Bangalore,Chinese,2024-03-14 16:15:00,54,Cancelled,Online (Wallet),0,N/A
5733,C900,Biryani Blues,Pune,Chinese,2024-03-04 16:27:00,26,Cancelled,Online (UPI),0,N/A
5734,C312,McDonald's,Bangalore,Mexican,2024-03-02 13:24:00,25,Completed,COD,19,3.6
5735,C120,Pizza Hut,Delhi,Healthy,2024-03-14 10:12:00,43,Completed,Online (Card),36,4.6
5736,C428,McDonald's,Pune,Indian,2024-03-04 11:02:00,25,Cancelled,COD,0,N/A
5737,C530,KFC,Bangalore,Chinese,2024-03-05 11:54:00,33,Completed,COD,13,3.1
5738,C302,Pizza Hut,Chennai,Fast Food,2024-03-08 18:35:00,26,Completed,Online (Card),45,3.9
5739,C152,Biryani Blues,Mumbai,Healthy,2024-03-05 18:17:00,38,Completed,Online (Wallet),29,4.6
5740,C156,McDonald's,Hyderabad,Fast Food,2024-03-11 14:31:00,57,Cancelled,Online (UPI),0,N/A
5741,C384,McDonald's,Mumbai,Chinese,2024-03-10 18:20:00,51,Completed,Online (UPI),37,5.0
5742,C269,KFC,Pune,Italian,2024-03-11 16:33:00,57,Cancelled,Online (UPI),0,N/A
5743,C336,Taco Bell,Delhi,Fast Food,2024-03-09 22:54:00,50,Completed,COD,28,3.1
5744,C876,Taco Bell,Mumbai,Italian,2024-03-08 16:42:00,32,Completed,COD,46,4.5
5745,C418,Pizza Hut,Mumbai,Mexican,2024-03-08 15:07:00,41,Completed,COD,29,3.6
5746,C781,KFC,Kolkata,Mexican,2024-03-09 19:30:00,24,Completed,Online (Wallet),40,4.0
5747,C407,McDonald's,Pune,Indian,2024-03-01 22:21:00,22,Completed,COD,12,4.2
5748,C447,Taco Bell,Pune,Indian,2024-03-01 12:12:00,60,Completed,Online (Card),37,4.0
5749,C467,Pizza Hut,Bangalore,Indian,2024-03-06 12:47:00,57,Completed,Online (Card),45,4.8
5750,C669,Biryani Blues,Kolkata,Healthy,2024-03-11 13:12:00,22,Completed,COD,36,4.2
5751,C316,Subway,Kolkata,Healthy,2024-03-10 22:38:00,43,Cancelled,Online (UPI),0,N/A
5752,C121,McDonald's,Bangalore,Italian,2024-03-11 10:21:00,55,Completed,Online (Card),48,4.3
5753,C462,Dominos,Pune,Fast Food,2024-03-01 10:45:00,22,Completed,Online (Card),20,5.0
5754,C136,Taco Bell,Mumbai,Fast Food,2024-03-11 20:17:00,59,Completed,Online (Wallet),24,3.1
5755,C145,Burger King,Chennai,Chinese,2024-03-06 13:29:00,55,Completed,Online (Wallet),34,3.1
5756,C795,Burger King,Chennai,Healthy,2024-03-08 16:12:00,42,Completed,Online (UPI),35,4.7
5757,C381,Burger King,Chennai,Italian,2024-03-11 18:05:00,25,Completed,Online (Card),20,4.4
5758,C743,Pizza Hut,Bangalore,Healthy,2024-03-04 19:24:00,27,Completed,Online (Card),29,4.7
5759,C110,KFC,Bangalore,Healthy,2024-03-05 10:41:00,38,Completed,COD,12,4.2
5760,C811,KFC,Chennai,Fast Food,2024-03-08 12:12:00,43,Completed,Online (UPI),21,4.4
5761,C101,Burger King,Bangalore,Mexican,2024-03-09 18:20:00,25,Cancelled,Online (Wallet),0,N/A
5762,C826,Dominos,Pune,Mexican,2024-03-09 17:01:00,41,Completed,Online (Wallet),22,3.2
5763,C745,KFC,Delhi,Healthy,2024-03-11 21:24:00,49,Completed,COD,13,3.9
5764,C672,McDonald's,Mumbai,Healthy,2024-03-11 21:35:00,35,Completed,Online (Card),29,4.6
5765,C751,Subway,Kolkata,Chinese,2024-03-06 12:04:00,23,Completed,Online (Wallet),22,3.6
5766,C566,Biryani Blues,Pune,Mexican,2024-03-06 20:11:00,44,Completed,Online (Wallet),26,4.9
5767,C947,Burger King,Bangalore,Mexican,2024-03-04 17:13:00,53,Completed,Online (Card),46,3.3
5768,C819,Biryani Blues,Chennai,Mexican,2024-03-03 19:40:00,24,Completed,Online (Card),19,4.1
5769,C910,KFC,Hyderabad,Fast Food,2024-03-12 18:37:00,43,Completed,COD,21,4.3
5770,C415,McDonald's,Hyderabad,Chinese,2024-03-12 13:17:00,57,Completed,COD,22,3.1
5771,C256,Biryani Blues,Mumbai,Chinese,2024-03-05 18:28:00,29,Cancelled,COD,0,N/A
5772,C132,McDonald's,Bangalore,Italian,2024-03-07 18:28:00,51,Completed,COD,30,4.4
5773,C349,KFC,Mumbai,Healthy,2024-03-03 11:36:00,20,Completed,Online (UPI),31,3.3
5774,C537,Subway,Hyderabad,Chinese,2024-03-03 14:24:00,53,Cancelled,COD,0,N/A
5775,C485,Dominos,Kolkata,Mexican,2024-03-10 10:22:00,44,Completed,COD,49,4.7
5776,C928,Pizza Hut,Delhi,Indian,2024-03-02 17:00:00,37,Completed,Online (Card),50,3.2
5777,C510,Pizza Hut,Bangalore,Indian,2024-03-09 20:54:00,25,Cancelled,Online (UPI),0,N/A
5778,C945,Subway,Delhi,Fast Food,2024-03-05 11:57:00,39,Completed,Online (UPI),28,4.8
5779,C683,Dominos,Chennai,Chinese,2024-03-11 15:11:00,49,Cancelled,Online (UPI),0,N/A
5780,C612,Burger King,Delhi,Chinese,2024-03-08 14:15:00,57,Completed,COD,21,4.1
5781,C788,Subway,Chennai,Healthy,2024-03-12 14:51:00,59,Completed,Online (UPI),17,3.7
5782,C265,Subway,Chennai,Italian,2024-03-14 17:32:00,22,Completed,Online (UPI),29,3.5
5783,C152,McDonald's,Delhi,Healthy,2024-03-01 19:58:00,25,Cancelled,Online (UPI),0,N/A
5784,C796,McDonald's,Chennai,Fast Food,2024-03-02 18:37:00,28,Completed,Online (Card),43,4.2
5785,C433,Burger King,Kolkata,Chinese,2024-03-04 20:00:00,39,Completed,Online (Card),20,3.7
5786,C177,KFC,Bangalore,Mexican,2024-03-13 11:38:00,20,Completed,COD,39,3.9
5787,C812,Dominos,Pune,Indian,2024-03-11 20:56:00,26,Completed,Online (Wallet),31,3.8
5788,C729,Pizza Hut,Mumbai,Mexican,2024-03-08 18:11:00,57,Completed,Online (UPI),47,3.6
5789,C127,Subway,Delhi,Indian,2024-03-14 17:52:00,34,Completed,Online (Card),34,3.1
5790,C230,Subway,Bangalore,Mexican,2024-03-12 16:10:00,47,Completed,Online (Wallet),21,3.5
5791,C749,Dominos,Pune,Italian,2024-03-08 12:50:00,40,Completed,Online (Card),14,3.8
5792,C102,McDonald's,Mumbai,Indian,2024-03-03 18:09:00,41,Completed,Online (Card),16,4.9
5793,C433,Dominos,Pune,Italian,2024-03-05 12:55:00,21,Completed,Online (UPI),10,3.4
5794,C482,Biryani Blues,Pune,Fast Food,2024-03-08 20:10:00,49,Completed,Online (Card),23,4.0
5795,C724,Burger King,Mumbai,Chinese,2024-03-04 13:11:00,57,Completed,Online (Wallet),33,3.0
5796,C181,Subway,Mumbai,Italian,2024-03-11 21:31:00,40,Completed,Online (UPI),42,4.9
5797,C868,Subway,Hyderabad,Italian,2024-03-04 17:33:00,35,Completed,Online (Wallet),12,3.7
5798,C375,KFC,Bangalore,Healthy,2024-03-13 17:54:00,47,Completed,Online (UPI),43,4.7
5799,C983,Pizza Hut,Kolkata,Mexican,2024-03-02 21:58:00,54,Cancelled,COD,0,N/A
5800,C564,Burger King,Chennai,Italian,2024-03-08 15:29:00,36,Completed,COD,11,3.8
5801,C683,Dominos,Pune,Italian,2024-03-12 20:18:00,51,Cancelled,COD,0,N/A
5802,C457,Burger King,Kolkata,Healthy,2024-03-10 21:23:00,22,Completed,Online (Card),34,4.6
5803,C190,Pizza Hut,Hyderabad,Indian,2024-03-05 17:10:00,38,Cancelled,Online (Card),0,N/A
5804,C456,KFC,Bangalore,Healthy,2024-03-14 21:54:00,30,Completed,Online (Card),18,3.7
5805,C350,Taco Bell,Kolkata,Indian,2024-03-02 12:47:00,39,Completed,COD,28,3.3
5806,C717,Dominos,Hyderabad,Mexican,2024-03-03 17:59:00,56,Completed,Online (Wallet),23,3.0
5807,C475,McDonald's,Chennai,Chinese,2024-03-12 11:59:00,27,Completed,Online (UPI),38,4.2
5808,C892,KFC,Mumbai,Mexican,2024-03-05 10:14:00,49,Completed,Online (UPI),11,3.7
5809,C926,KFC,Kolkata,Fast Food,2024-03-09 18:59:00,29,Completed,COD,24,3.6
5810,C588,Burger King,Mumbai,Chinese,2024-03-14 20:41:00,46,Completed,Online (UPI),27,5.0
5811,C903,Biryani Blues,Hyderabad,Chinese,2024-03-08 11:09:00,50,Completed,Online (Card),24,3.6
5812,C764,KFC,Mumbai,Fast Food,2024-03-03 19:26:00,32,Cancelled,Online (UPI),0,N/A
5813,C318,Taco Bell,Pune,Italian,2024-03-07 17:43:00,45,Cancelled,COD,0,N/A
5814,C458,Burger King,Delhi,Mexican,2024-03-04 10:29:00,30,Completed,Online (Card),18,4.2
5815,C340,Dominos,Pune,Healthy,2024-03-07 18:07:00,43,Completed,Online (Card),32,3.5
5816,C711,McDonald's,Pune,Fast Food,2024-03-11 16:51:00,34,Cancelled,Online (Wallet),0,N/A
5817,C320,Burger King,Pune,Indian,2024-03-13 20:09:00,21,Completed,COD,15,4.3
5818,C296,Subway,Chennai,Indian,2024-03-05 12:38:00,35,Completed,COD,34,3.3
5819,C954,McDonald's,Hyderabad,Chinese,2024-03-01 21:19:00,27,Cancelled,Online (Wallet),0,N/A
5820,C891,Subway,Bangalore,Mexican,2024-03-03 16:45:00,35,Completed,Online (Wallet),16,3.9
5821,C388,Subway,Chennai,Italian,2024-03-10 14:36:00,55,Completed,Online (Wallet),36,4.7
5822,C514,Burger King,Kolkata,Mexican,2024-03-10 21:34:00,22,Completed,COD,44,5.0
5823,C156,KFC,Chennai,Mexican,2024-03-12 11:19:00,59,Completed,COD,21,4.8
5824,C927,McDonald's,Kolkata,Indian,2024-03-02 20:07:00,46,Completed,Online (Card),42,3.9
5825,C764,McDonald's,Mumbai,Fast Food,2024-03-07 19:48:00,31,Completed,Online (UPI),44,3.3
5826,C546,KFC,Mumbai,Italian,2024-03-13 10:08:00,44,Completed,Online (UPI),20,4.9
5827,C922,Pizza Hut,Hyderabad,Chinese,2024-03-02 15:13:00,22,Cancelled,Online (Card),0,N/A
5828,C433,KFC,Chennai,Healthy,2024-03-11 20:23:00,28,Completed,Online (Wallet),34,4.2
5829,C976,Biryani Blues,Chennai,Fast Food,2024-03-10 20:57:00,45,Completed,Online (Wallet),14,4.7
5830,C316,McDonald's,Pune,Mexican,2024-03-14 22:32:00,44,Completed,Online (Wallet),49,4.7
5831,C140,Dominos,Pune,Chinese,2024-03-08 11:01:00,24,Completed,Online (UPI),49,3.5
5832,C254,Biryani Blues,Chennai,Mexican,2024-03-03 16:40:00,52,Completed,Online (UPI),13,3.5
5833,C846,Subway,Bangalore,Italian,2024-03-01 15:57:00,52,Completed,Online (Card),26,4.4
5834,C447,Taco Bell,Delhi,Fast Food,2024-03-05 22:01:00,54,Completed,Online (UPI),30,4.0
5835,C414,Taco Bell,Pune,Fast Food,2024-03-14 18:20:00,37,Completed,Online (Card),18,4.2
5836,C372,Subway,Bangalore,Healthy,2024-03-06 12:02:00,50,Completed,Online (UPI),21,5.0
5837,C430,KFC,Mumbai,Fast Food,2024-03-07 16:30:00,27,Completed,Online (Wallet),28,3.3
5838,C406,Biryani Blues,Bangalore,Fast Food,2024-03-01 13:09:00,54,Completed,Online (Wallet),19,4.1
5839,C767,McDonald's,Mumbai,Fast Food,2024-03-05 13:10:00,29,Cancelled,Online (UPI),0,N/A
5840,C193,McDonald's,Kolkata,Italian,2024-03-12 15:35:00,31,Completed,Online (Card),18,4.0
5841,C147,Biryani Blues,Bangalore,Mexican,2024-03-03 16:56:00,21,Completed,Online (Card),30,4.4
5842,C194,McDonald's,Mumbai,Italian,2024-03-08 12:07:00,21,Completed,Online (Card),21,3.5
5843,C419,Dominos,Hyderabad,Indian,2024-03-12 11:19:00,48,Completed,COD,33,3.6
5844,C820,McDonald's,Delhi,Healthy,2024-03-12 18:32:00,42,Completed,Online (Wallet),29,3.8
5845,C759,Dominos,Delhi,Italian,2024-03-08 19:10:00,53,Completed,Online (Card),37,4.7
5846,C397,McDonald's,Kolkata,Italian,2024-03-03 22:16:00,47,Completed,Online (Wallet),24,3.7
5847,C374,Burger King,Chennai,Indian,2024-03-10 21:03:00,45,Completed,Online (Wallet),28,3.8
5848,C643,Biryani Blues,Pune,Chinese,2024-03-12 12:47:00,29,Completed,Online (UPI),19,3.1
5849,C409,Dominos,Bangalore,Healthy,2024-03-13 21:27:00,37,Completed,Online (UPI),33,4.6
5850,C745,McDonald's,Hyderabad,Chinese,2024-03-03 11:01:00,47,Completed,Online (Card),40,4.8
5851,C688,Dominos,Hyderabad,Chinese,2024-03-09 11:54:00,35,Completed,Online (UPI),44,4.4
5852,C780,Pizza Hut,Hyderabad,Italian,2024-03-05 13:30:00,23,Completed,Online (Card),39,4.6
5853,C557,McDonald's,Chennai,Healthy,2024-03-04 17:36:00,31,Completed,Online (Wallet),29,3.8
5854,C839,Burger King,Delhi,Italian,2024-03-01 13:16:00,25,Cancelled,Online (Card),0,N/A
5855,C688,Dominos,Bangalore,Mexican,2024-03-02 16:03:00,38,Completed,COD,50,4.8
5856,C408,Biryani Blues,Bangalore,Chinese,2024-03-04 14:42:00,24,Completed,Online (Card),36,3.9
5857,C233,KFC,Chennai,Indian,2024-03-02 13:30:00,60,Completed,Online (Wallet),49,4.4
5858,C615,Burger King,Hyderabad,Chinese,2024-03-04 20:27:00,57,Completed,Online (Card),32,4.7
5859,C549,Subway,Kolkata,Indian,2024-03-14 12:07:00,59,Completed,COD,24,3.9
5860,C632,Dominos,Hyderabad,Fast Food,2024-03-01 13:02:00,32,Completed,Online (UPI),47,4.4
5861,C856,McDonald's,Hyderabad,Indian,2024-03-07 20:48:00,30,Completed,Online (Wallet),26,4.8
5862,C844,Burger King,Kolkata,Italian,2024-03-01 21:34:00,39,Completed,Online (Wallet),43,4.5
5863,C838,Taco Bell,Kolkata,Chinese,2024-03-03 20:33:00,30,Completed,Online (UPI),48,4.0
5864,C979,Burger King,Delhi,Mexican,2024-03-05 19:23:00,57,Completed,Online (UPI),12,4.7
5865,C693,Burger King,Kolkata,Fast Food,2024-03-13 14:24:00,58,Cancelled,Online (Wallet),0,N/A
5866,C890,Subway,Kolkata,Indian,2024-03-12 12:14:00,41,Completed,COD,34,4.5
5867,C704,KFC,Bangalore,Chinese,2024-03-09 15:15:00,37,Completed,Online (UPI),37,4.3
5868,C198,Burger King,Mumbai,Fast Food,2024-03-03 22:13:00,56,Completed,Online (Card),10,3.9
5869,C847,Dominos,Mumbai,Healthy,2024-03-04 18:16:00,40,Completed,Online (Wallet),17,3.7
5870,C453,Taco Bell,Mumbai,Mexican,2024-03-05 16:47:00,40,Completed,Online (Wallet),10,3.2
5871,C990,McDonald's,Mumbai,Fast Food,2024-03-01 16:15:00,50,Completed,COD,26,4.9
5872,C768,Dominos,Bangalore,Fast Food,2024-03-04 18:20:00,44,Cancelled,Online (Card),0,N/A
5873,C983,Biryani Blues,Mumbai,Fast Food,2024-03-13 21:52:00,58,Completed,COD,16,3.3
5874,C740,Burger King,Chennai,Indian,2024-03-11 12:59:00,21,Completed,Online (UPI),43,3.1
5875,C600,Biryani Blues,Mumbai,Chinese,2024-03-02 14:27:00,35,Completed,Online (UPI),31,3.4
5876,C999,Pizza Hut,Mumbai,Indian,2024-03-01 21:07:00,22,Completed,Online (UPI),22,3.5
5877,C109,KFC,Chennai,Indian,2024-03-14 17:11:00,53,Completed,COD,12,4.7
5878,C512,Burger King,Pune,Healthy,2024-03-11 17:57:00,34,Cancelled,COD,0,N/A
5879,C622,Pizza Hut,Delhi,Indian,2024-03-11 18:30:00,54,Completed,Online (UPI),25,3.8
5880,C184,KFC,Hyderabad,Chinese,2024-03-06 16:38:00,55,Cancelled,Online (Wallet),0,N/A
5881,C348,Burger King,Mumbai,Chinese,2024-03-13 20:42:00,50,Completed,Online (Card),15,3.6
5882,C196,Taco Bell,Chennai,Mexican,2024-03-14 22:30:00,26,Cancelled,Online (Card),0,N/A
5883,C862,Pizza Hut,Chennai,Fast Food,2024-03-06 13:00:00,41,Completed,Online (Wallet),44,4.3
5884,C312,Burger King,Pune,Chinese,2024-03-01 20:21:00,32,Completed,Online (Wallet),36,4.3
5885,C588,McDonald's,Kolkata,Chinese,2024-03-10 11:05:00,31,Completed,COD,43,4.8
5886,C518,Pizza Hut,Mumbai,Healthy,2024-03-03 11:08:00,23,Completed,COD,30,3.1
5887,C484,McDonald's,Delhi,Mexican,2024-03-07 11:34:00,37,Completed,Online (UPI),44,4.1
5888,C259,Burger King,Pune,Indian,2024-03-01 21:16:00,36,Completed,Online (Wallet),22,4.5
5889,C496,Dominos,Delhi,Chinese,2024-03-08 16:25:00,33,Completed,Online (UPI),27,4.7
5890,C292,McDonald's,Kolkata,Chinese,2024-03-09 18:39:00,53,Completed,Online (UPI),43,5.0
5891,C397,Taco Bell,Hyderabad,Chinese,2024-03-05 12:01:00,52,Completed,Online (UPI),48,3.9
5892,C425,McDonald's,Bangalore,Healthy,2024-03-09 20:08:00,25,Cancelled,Online (Wallet),0,N/A
5893,C849,Biryani Blues,Kolkata,Indian,2024-03-09 15:32:00,33,Completed,Online (Card),18,4.5
5894,C288,Burger King,Chennai,Fast Food,2024-03-13 19:24:00,23,Completed,Online (UPI),32,4.8
5895,C706,Biryani Blues,Pune,Fast Food,2024-03-14 22:34:00,32,Completed,Online (Wallet),47,4.9
5896,C568,McDonald's,Delhi,Fast Food,2024-03-02 19:07:00,59,Completed,Online (UPI),17,4.1
5897,C339,Dominos,Kolkata,Fast Food,2024-03-08 11:37:00,26,Completed,COD,20,3.9
5898,C510,Dominos,Chennai,Chinese,2024-03-12 22:42:00,57,Completed,Online (Card),30,4.0
5899,C255,Taco Bell,Chennai,Italian,2024-03-10 17:05:00,43,Completed,COD,26,4.5
5900,C152,Burger King,Pune,Mexican,2024-03-13 19:44:00,53,Completed,COD,50,4.3
5901,C648,KFC,Mumbai,Mexican,2024-03-08 18:40:00,25,Completed,Online (Wallet),23,3.9
5902,C764,McDonald's,Hyderabad,Indian,2024-03-06 18:02:00,21,Completed,Online (Wallet),29,3.5
5903,C718,Taco Bell,Delhi,Indian,2024-03-04 18:44:00,50,Completed,Online (Card),10,4.5
5904,C106,Biryani Blues,Chennai,Fast Food,2024-03-10 18:11:00,36,Completed,Online (UPI),12,4.1
5905,C388,Dominos,Mumbai,Healthy,2024-03-09 15:30:00,34,Completed,Online (UPI),32,4.4
5906,C681,Taco Bell,Kolkata,Fast Food,2024-03-11 18:07:00,45,Completed,COD,29,3.1
5907,C730,Taco Bell,Mumbai,Chinese,2024-03-04 12:00:00,51,Completed,Online (UPI),43,4.6
5908,C299,KFC,Delhi,Healthy,2024-03-11 22:43:00,26,Completed,COD,20,3.2
5909,C380,Dominos,Bangalore,Healthy,2024-03-03 15:07:00,41,Cancelled,Online (UPI),0,N/A
5910,C905,KFC,Bangalore,Mexican,2024-03-08 13:41:00,52,Completed,Online (Wallet),39,3.9
5911,C217,Dominos,Chennai,Healthy,2024-03-10 14:10:00,47,Completed,Online (Card),10,4.8
5912,C418,McDonald's,Kolkata,Mexican,2024-03-07 22:01:00,23,Completed,COD,23,4.3
5913,C264,Taco Bell,Pune,Chinese,2024-03-12 17:52:00,20,Cancelled,COD,0,N/A
5914,C381,Burger King,Chennai,Indian,2024-03-14 10:39:00,36,Cancelled,COD,0,N/A
5915,C378,KFC,Hyderabad,Mexican,2024-03-03 10:40:00,54,Completed,COD,21,4.4
